Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
farmLifeCeleryDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCeramicDutchOvenDesc,,item,Food,newKey,Type: Advanced Farming(Tool and Die Set required to craft.)Glass/Clay\nUnlocks:Linda's Launcher\n\nThe Ceramic Dutch Oven is a tool used in the Wood Grill for crafting.,,"Typ: Fortgeschrittene Landwirtschaft (Werkzeug- und Formenset zum Herstellen erforderlich.) Glas/Ton \n Schaltet frei: Lindas Werfer \n \n Der Keramik-Schmortopf ist ein Werkzeug, das beim Holzgrill zum Herstellen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeAirVatDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Air Vat is a tool used in the Fermentor Bench for aging flour.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze eine Werkbank. Der Luftbehälter ist ein Werkzeug, das in der Gärwerkbank zum Reifen von Mehl verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCherryDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCherryIceCreamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Ice Cream Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life\nFreigeschaltet durch: Farm Life\n\nBenutze die Eisschale für einen Kitchnaid. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCherryPieDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Pyrex Bakeware on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die Pyrex-Backform auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCherryWoodPlankDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nThese Cherry Wood Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.",,"Typ: Nahrungsmittel aus Farm Life\nFreigeschaltet durch: Farm Life\n\nDiese Kirschholzplanken werden zum Herstellen von Gegenständen verwendet, können zu Holzasche verarbeitet oder zu Holzspänen zum Grillen und Räuchern zerkleinert werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCherryWoodchipsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\n An ingredient used for crafting yummy meals or drinks.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\n Eine Zutat, die zum Herstellen leckerer Mahlzeiten oder Getränke verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeChickenBreastDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeChickenStockDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Kochtopf mit einem Gasofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCuredHamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Fleischhänger an einem Kalträucherofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCuredPancettaDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nPancetta is essentially an Italian recipe for cured pork belly Its very similar to Bacon but is not smoked and is cured and dried for longer Some recipes call for the addition of curing salts.,,"Typ: Lebensmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nPancetta ist im Wesentlichen ein italienisches Rezept für gepökelten Schweinebauch. Sie ist Speck sehr ähnlich, wird aber nicht geräuchert, sondern länger gepökelt und getrocknet. Einige Rezepte sehen die Zugabe von Pökelsalz vor.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCutGreenBeansDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDamascusBladeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\n Benutze den Amboss an einer Schmiede. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDamascusHandleDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. An ingredient used for crafting yummy meals or drinks.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze eine Werkbank. Eine Zutat, die zum Zubereiten leckerer Mahlzeiten oder Getränke verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDamascusKnifeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Damascus Knife is a tool used in the Chopping Board for crafting.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\n Benutze eine Werkbank. Das Damastmesser ist ein Werkzeug, das im Schneidebrett zum Herstellen von Gegenständen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDelmonicoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedCarrotDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze das Damastmesser auf einem Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedCeleryDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze das Damastmesser auf einem Schneidebrett. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedCilantroDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze den Food Processor an einem Kitchnaid. Eine Zutat, die zum Zubereiten leckerer Mahlzeiten oder Getränke verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedDillDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Food Processor an einem Kitchnaid. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedGreenPeppersDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze das Damastmesser auf einem Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedHamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze das Damastmesser auf einem Schneidebrett. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedMintDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze das Damastmesser auf einem Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedOnionsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze das Damastmesser auf einem Schneidebrett. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDicedTomatosDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze das Damastmesser auf einem Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDillDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDistilledBourbonDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Still on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die Destille an einem Braukocher. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distilled Scotch,,item,Food,newKey,Distilled Scotch,,Destillierter Scotch,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDistilledScotchDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Still on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die Destille an einem Braukocher. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDistilledVodkaDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Still on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die Destille an einem Braukocher. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDistilledWhiskeyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Still on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die Destille an einem Braukocher. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDriedHuskDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nRequired to make Tamales.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nWird zur Herstellung von Tamales benötigt.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeDryingPanDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. The Drying Pan is a tool used in the Brew Cooker for crafting.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze den Amboss an einer Schmiede. Die Trockenpfanne ist ein Werkzeug, das im Braukessel zum Herstellen von Gegenständen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Meyer Lemon,items,Food,,,Lemon,,Zitrone,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Nuts,items,Food,,,Nut,,Nuss,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Turkey Diner,items,Food,,,Turkey Dinner,,Truthahnessen,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Brick Planter,,block,Blocks,newKey,Brick Planter 1,,Ziegelpflanzgefäß 1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
CherryTomato,items,Food,,,Cherry Tomato,,Kirschtomate,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cow Manure,items,Food,,,Animal Manure,,Tiermist,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BearSteakDinnerDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BearStewDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AlligatorStewDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SmokedBBQBearSteaksDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SmokedBBQAlligatorDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SmokedBBQAlligatorSteaksDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AlligatorBitesDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nA great harty meal full of goodness.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine herzhafte Mahlzeit voller guter Zutaten.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FertileEggDesc,,block,Blocks,newKey,Youve bred a Young Chick which when placed will grow into a Mature Chicken which can be harvested for its resources.\n\nFarmlife Crafting Station along with the addon DNA Splicer is required to craft.,,"Du hast ein junges Küken gezüchtet, das, wenn es platziert wird, zu einem ausgewachsenen Huhn heranwächst, dessen Ressourcen geerntet werden können. \n\nDie Farmlife-Werkbank und das Add-on DNA-Splicer werden zum Herstellen benötigt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FFFertileTurkeyEggDesc,,block,Blocks,newKey,Youve bred a Young Turkey which when placed will grow into a Mature Turkey which can be harvested for its resources.\n\nFarmlife Crafting Station along with the addon DNA Splicer is required to craft.,,"Du hast einen jungen Truthahn gezüchtet, der, wenn er platziert wird, zu einem ausgewachsenen Truthahn heranwächst, dessen Ressourcen geerntet werden können. \n\nDie Farmlife-Werkbank und das Add-on DNA-Splicer werden zum Herstellen benötigt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FertileGooseEggDesc,,block,Blocks,newKey,Youve bred a Young Goose which when placed will grow into a Mature Goose which can be harvested for its resources.\n\nFarmlife Crafting Station along with the addon DNA Splicer is required to craft.,,"Du hast eine junge Gans gezüchtet, die, wenn sie platziert wird, zu einer ausgewachsenen Gans heranwächst, deren Ressourcen geerntet werden können. \n\nDie Farmlife-Werkbank zusammen mit dem Add-on DNA-Splicer wird zum Herstellen benötigt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PigletDesc,,block,Blocks,newKey,Youve bred a Young Piglet which when placed will grow into a Mature Pig which can be harvested for its resources.\n\nFarmlife Crafting Station along with the addon DNA Splicer is required to craft.,,"Du hast ein junges Ferkel gezüchtet, das, wenn es platziert wird, zu einem ausgewachsenen Schwein heranwächst, dessen Ressourcen geerntet werden können. \n\nDie Farmlife-Werkbank und das Add-on DNA-Splicer werden zum Herstellen benötigt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LambDesc,,block,Blocks,newKey,Youve bred a Young Lamb which when placed will grow into a Mature Sheep which can be harvested for its resources.\n\nFarmlife Crafting Station along with the addon DNA Splicer is required to craft.,,"Du hast ein junges Lamm gezüchtet, das, wenn es platziert wird, zu einem ausgewachsenen Schaf heranwächst, dessen Ressourcen geerntet werden können. \n\nDie Farmlife-Werkbank und das Add-on DNA-Splicer werden zum Herstellen benötigt.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
CalfDesc,,block,Blocks,newKey,Youve bred a Young Calf which when placed will grow into a Mature Cow which can be harvested for its resources.\n\nFarmlife Crafting Station along with the addon DNA Splicer is required to craft.,,"Du hast ein junges Kalb gezüchtet, das, wenn es platziert wird, zu einer ausgewachsenen Kuh heranwächst, deren Ressourcen geerntet werden können. \n\nDie Farmlife-Werkbank wird zusammen mit dem Add-on DNA-Splicer benötigt, um sie herzustellen.",,,,,,,,,,,,
